caseid,version,maindate,cutoffym,state,zipcode,income1,income2,income3,income4,income5,income_original,income_flg,age,age_flg,disabled,dobyr,edu_cat,edu_cat_flg,employ_stat,employ_stat_flg,hisp_race,hisp_race_flg,male,male_flg,memovr18,memund18,memund18_flg,retired,student,workfull,workpart,wgt_m1,wgt_m2,wgt_m3_6,wgt_m7,wgt_m8,wgt_m9_12,wgt_partial
81878329,"0111","20130212","201207","AZ","85730",25000,25000,25000,25000,25000,25000,0,79,0,-1,1933,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,3891.079718,5831.592753,0,3710.920488,4609.61852,7421.841078,.4285714
81881196,"0111","20130117","201207","MI","48453",50000,50000,50000,50000,50000,50000,0,67,0,-1,1945,1,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,1155.809398,0,0,1116.714738,1328.071802,2233.429506,.5483871
81882081,"0111","20130128","201207","WA","98004",120000,120000,120000,120000,120000,120000,0,52,0,-1,1960,2,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,9217.678715,0,0,8785.978441,10784.12482,17571.95683,.9032258
81886593,"0111","20130123","201207","OR","97424",45000,45000,45000,45000,45000,45000,0,79,0,-1,1933,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2010.395424,0,0,1925.219739,2339.942624,3850.439531,.7419355
81890778,"0102","20130107","201207","TN","37742",49384.918,31206.374,49970.805,46267.926,39556.063,-8,1,68,0,-1,1944,2,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,0,0,0,841.1301503,1023.960394,1682.260319,0
81892240,"0111","20130306","201207","NY","13204",16400,16400,16400,16400,16400,16400,0,31,0,-1,1981,2,0,1,0,1,0,0,0,2,2,0,-1,-1,1,-1,17139.61255,25044.17654,0,16321.6826,17763.42419,32643.36666,0
81893078,"0111","20130209","201207","TN","37912",4473.0198,9296.243,19339.552,167.3062,18340.022,-8,1,56,0,1,1956,1,0,4,0,3,0,0,0,1,0,0,2,2,2,-1,20394.802,0,0,19679.56687,22592.56963,39359.13376,0
81896453,"0111","20130305","201207","CT","06475",44000,44000,44000,44000,44000,44000,0,68,0,-1,1944,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,6500.943475,9752.962405,0,6249.453489,7850.238525,12498.90683,0
81897432,"0111","20130227","201207","PA","17036",71447.874,65726.232,60206.87,72459.283,57365.074,-8,1,27,0,-1,1985,3,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,7480.546655,10424.98105,0,7372.841242,8675.262973,14745.68291,.9642857
81899043,"0111","20130122","201207","OH","44276",72500,72500,72500,72500,72500,72500,0,24,0,-1,1988,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,2751.85375,0,0,2822.441794,3291.664104,5644.883442,.7096774
81899780,"0111","20130218","201207","KS","67207",86044.918,99600.173,79867.287,80851.473,93156.566,-8,1,80,0,-1,1932,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,550.6716445,843.5824486,0,542.7366744,635.5047928,1085.473346,.6428571
81900480,"0111","20130310","201207","MA","02151",18000,18000,18000,18000,18000,18000,0,84,0,-1,1928,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,6435.661259,9655.023545,0,6186.696725,7771.406743,12373.3933,.3225806
81901526,"0111","20130222","201207","IL","62231",0,0,0,0,0,0,0,39,0,2,1973,2,0,4,0,3,0,1,0,2,0,0,2,2,2,2,243270.3268,349546.6549,0,236991.3683,291267.5236,473982.7447,.7857143
81903285,"0111","20130205","201207","NJ","08081",65000,65000,65000,65000,65000,65000,0,75,0,-1,1937,3,0,3,0,3,0,0,0,3,1,0,1,-1,2,-1,2438.32078,0,0,2372.153504,2901.192052,4744.306997,0
81905757,"0111","20130122","201207","NC","28306",89457.763,66634.387,29256.731,22274.837,19858.786,-7,1,54,0,-1,1958,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,6792.408843,0,0,6469.569092,7757.637426,12939.13819,.7096774
81906147,"0111","20130117","201207","MI","49418",92077.104,92756.881,84680.429,60194.55,88208.051,-7,1,62,0,-1,1950,3,0,3,0,3,1,0,0,3,0,0,1,-1,2,-1,1388.388479,0,0,1366.619057,1544.713418,2733.23807,.5483871
81908338,"0111","20130306","201207","CA","91710",23000,23000,23000,23000,23000,23000,0,35,0,-1,1977,1,0,1,0,3,0,1,0,3,0,0,-1,-1,1,-1,105647.3105,169553.2442,0,102420.1006,126367.9847,204840.2001,0
81911637,"0102","20130106","201207","TX","79705",216000,216000,216000,216000,216000,216000,0,46,0,-1,1966,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,0,0,0,4323.957965,5073.143556,8647.915933,0
81914227,"0111","20130122","201207","NY","11942",16712.45,23191.673,18133.208,10304.652,10255.92,-8,1,30,0,2,1982,3,0,4,0,3,0,0,0,1,0,0,2,2,2,2,7605.421297,0,0,7495.917931,8820.081314,14991.83629,.7096774
81915617,"0111","20130122","201207","VA","23452",35878.889,43109.741,47133.666,37261.281,43472.828,-7,1,45,0,-1,1967,2,0,1,0,1,0,0,0,1,0,0,-1,-1,1,-1,1337.523658,0,0,1255.613046,1371.116281,2511.226093,.7096774
81916632,"0111","20130213","201207","PA","15728",95000,95000,95000,95000,95000,95000,0,28,0,-1,1984,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,68004.96959,94772.55498,0,67025.82948,78866.02703,134051.6628,.4642857
81916995,"0102","20130107","201207","NC","27030",56000,56000,56000,56000,56000,56000,0,64,0,2,1948,2,0,2,0,3,0,1,0,2,0,0,2,2,2,1,0,0,0,8084.209751,9922.75677,16168.41946,0
81917497,"0111","20130120","201207","RI","02916",70000,70000,70000,70000,70000,70000,0,50,0,-1,1962,2,0,1,0,3,0,1,0,3,0,0,-1,-1,1,-1,12204.15527,0,0,11632.58651,14278.12119,23265.17296,.6451613
81918711,"0111","20130202","201207","NY","10019",195000,195000,195000,195000,195000,195000,0,57,0,-1,1955,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,6719.725925,0,0,6426.735032,7540.255868,12853.47007,0
81919174,"0111","20130125","201207","IN","46201",15000,15000,15000,15000,15000,15000,0,51,0,2,1961,1,0,4,0,2,0,1,0,2,0,0,2,2,2,2,18668.19909,0,0,18248.97832,21302.25009,36497.95444,.8064516
81920657,"0111","20130205","201207","CA","95988",20000,20000,20000,20000,20000,20000,0,81,0,-1,1931,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,17697.67119,0,0,16675.30958,21049.06179,33350.61962,0
81921449,"0111","20130116","201207","TN","38004",20068.862,6830.5234,10850.711,6008.0011,11206.573,-8,1,24,0,-1,1988,2,0,4,0,3,0,0,0,1,1,0,2,1,2,-1,71126.17986,0,0,71733.98857,85954.25975,143467.972,.516129
81921814,"0111","20130116","201207","CA","90717",26000,26000,26000,26000,26000,26000,0,70,0,-1,1942,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,9455.516387,0,0,8936.743931,11411.439,17873.48764,.516129
81923274,"0102","20130106","201207","MN","55947",100000,100000,100000,100000,100000,100000,0,69,0,-1,1943,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,0,0,0,2587.384304,3164.423704,5174.768595,0
81924860,"0102","20130107","201207","IN","47303",7884.6912,20088.66,22884.731,21700.438,7700.5266,-8,1,55,0,2,1957,2,0,2,0,3,0,0,0,1,0,0,2,2,2,1,0,0,0,1928.885601,2240.055745,3857.771102,0
81925157,"0111","20130302","201207","PA","19512",23000,23000,23000,23000,23000,23000,0,54,0,-1,1958,1,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,9792.266913,13924.60979,0,9326.845429,11183.78738,18653.69086,0
81925362,"0111","20130205","201207","TN","38112",75480.741,86890.766,81421.702,97470.494,78818.989,-7,1,63,0,-1,1949,2,0,3,0,2,0,1,0,2,1,0,1,-1,2,-1,15930.91402,0,0,15461.07637,18268.79169,30922.15158,0
81925616,"0111","20130213","201207","SC","29063",20000,20000,20000,20000,20000,20000,0,39,0,2,1973,3,0,2,0,3,0,0,0,1,2,0,2,2,2,1,6034.452795,8704.159215,0,5992.453642,7083.924449,11984.90733,.4642857
81928185,"0111","20130211","201207","WA","98258",100000,100000,100000,100000,100000,100000,0,34,0,-1,1978,2,0,4,1,3,0,0,0,2,3,0,-8,-1,2,-1,13054.2689,17989.71047,0,12651.73105,15295.00507,25303.46258,.3928571
81929146,"0111","20130117","201207","MO","64113",200000,200000,200000,200000,200000,200000,0,70,0,-1,1942,1,0,3,0,3,0,1,0,4,0,0,1,-1,2,-1,13064.49002,0,0,12723.38349,15301.69007,25446.76668,.5483871
81932771,"0102","20130108","201207","MA","02766",103557.18,120442.23,71794.608,72777.735,110700.53,-8,1,41,0,-1,1971,2,0,1,0,3,0,0,0,4,0,0,-1,-1,1,-1,0,0,0,17122.98933,20797.00192,34245.97846,0
81937619,"0111","20130130","201207","PA","19106",498000,498000,498000,498000,498000,498000,0,35,0,-1,1977,3,0,1,0,3,0,1,0,2,4,0,-1,-1,1,-1,9549.625957,0,0,9334.692568,10966.30878,18669.38551,.9677419
81939426,"0102","20130107","201207","SC","29485",30000,30000,30000,30000,30000,30000,0,78,0,-1,1934,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,0,0,0,3315.888306,4118.918796,6631.776703,0
81940600,"0102","20130106","201207","KS","66102",64644.8,54979.063,51915.597,71227.225,50603.08,-7,1,74,0,-1,1938,3,0,3,0,2,0,0,0,3,0,0,1,-1,2,-1,0,0,0,2685.167867,3161.407337,5370.335535,0
81940664,"0111","20130304","201207","KS","66604",104000,104000,104000,104000,104000,104000,0,60,0,-1,1952,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,1987.36902,2856.444233,0,1923.582586,2233.897241,3847.165073,0
81947560,"0111","20130201","201207","IL","61615",60000,60000,60000,60000,60000,60000,0,75,0,-1,1937,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,5580.272186,0,0,5321.902372,6610.742488,10643.80489,0
81949087,"0111","20130125","201207","VA","22180",200000,200000,200000,200000,200000,200000,0,43,0,-1,1969,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,6659.493422,0,0,6509.608233,7647.426348,13019.21673,.8064516
81949377,"0111","20130123","201207","MA","01803",25000,25000,25000,25000,25000,25000,0,65,0,-1,1947,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,6435.661259,0,0,6186.696725,7771.406743,12373.3933,.7419355
81950588,"0111","20130203","201207","CO","80305",135981.15,148835.54,129275.15,123673.74,108645.73,-8,1,55,0,-1,1957,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,4999.188129,0,0,4781.21546,5609.627245,9562.430924,0
81950609,"0111","20130212","201207","TX","78213",150000,150000,150000,150000,150000,150000,0,66,0,-1,1946,2,0,3,0,1,0,1,0,2,2,0,1,-1,2,-1,570.5211533,910.2318328,0,535.0160777,612.4249918,1070.032195,.4285714
81959013,"0111","20130113","201207","KY","42134",64000,64000,64000,64000,64000,64000,0,54,0,-1,1958,3,0,1,0,2,0,1,0,1,0,0,-1,-1,1,-1,7462.625383,0,0,7267.096723,8207.898074,14534.19295,.4193548
81959451,"0111","20130207","201207","AR","72150",4000000,4000000,4000000,4000000,4000000,4000000,0,58,0,-1,1954,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,37661.08808,0,0,36591.88889,43200.5528,73183.77663,0
81959554,"0111","20130220","201207","MO","65804",50000,50000,50000,50000,50000,50000,0,27,0,2,1985,2,0,2,0,3,0,0,0,2,1,0,2,2,2,1,3900.968695,5452.050303,0,3830.137521,4433.125365,7660.275184,.7142857
81960653,"0111","20130122","201207","NY","10580",121394.39,272970.43,99247.858,215456.37,201548.28,-7,1,54,0,2,1958,3,0,4,0,3,0,0,0,3,1,0,2,2,2,2,6198.626583,0,0,6022.647428,7110.365331,12045.29467,.7096774
81960701,"0111","20130213","201207","WA","98229",210000,210000,210000,210000,210000,210000,0,59,0,-1,1953,3,0,1,0,3,0,1,0,3,0,0,-1,-1,1,-1,4982.58545,6964.564047,0,4765.336685,5590.997252,9530.673373,.4642857
81960738,"0111","20130208","201207","VA","20109",150000,150000,150000,150000,150000,150000,0,30,0,-1,1982,3,0,1,0,2,0,0,0,2,1,0,-1,-1,1,-1,4745.643437,0,0,4700.917291,5561.727807,9401.834526,0
81961089,"0102","20130106","201207","DE","19703",50000,50000,50000,50000,50000,50000,0,28,0,-1,1984,2,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,0,0,0,11378.5643,13755.84084,22757.12902,0
81961566,"0111","20130216","201207","NJ","07018",10599.142,11346.269,17799.97,12525.128,7766.8656,-8,1,70,0,-1,1942,1,0,3,0,2,0,0,0,1,0,0,1,-1,2,-1,7582.155613,11294.86565,0,7267.585891,9077.220063,14535.17148,.5714286
81961847,"0111","20130131","201207","PA","15478",40000,40000,40000,40000,40000,40000,0,21,0,-1,1991,2,0,4,0,3,0,0,0,3,0,0,2,1,2,-1,34150.19855,0,0,33997.28397,42549.12925,67994.56549,1
81963177,"0102","20130107","201207","CA","92009",100000,100000,100000,100000,100000,100000,0,65,0,-1,1947,3,0,3,0,1,0,1,0,2,0,0,1,-1,2,-1,0,0,0,5962.473781,6629.62511,11924.94804,0
81964240,"0111","20130209","201207","OH","43026",66864.589,74245.13,73621.653,54272.54,55528.797,-7,1,43,0,-1,1969,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,2186.035869,0,0,2164.788377,2434.848082,4329.576841,0
81964893,"0111","20130205","201207","VA","23831",104731.94,81618.736,59665.64,60825.248,95610.987,-7,1,61,0,-1,1951,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,4251.678009,0,0,4130.972769,4877.045504,8261.945409,0
81967250,"0111","20130306","201207","OH","45244",200000,200000,200000,200000,200000,200000,0,33,0,2,1979,3,0,2,0,3,0,0,0,2,4,0,2,2,2,1,1712.396211,2420.259683,0,1709.819676,1926.167487,3419.639451,0
81967456,"0111","20130213","201207","MA","01569",175000,175000,175000,175000,175000,175000,0,42,0,-1,1970,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,9634.017668,13552.94789,0,9417.184875,11063.21996,18834.37013,.4642857
81968314,"0111","20130202","201207","OR","97202",50000,50000,50000,50000,50000,50000,0,34,0,2,1978,3,0,4,0,3,0,0,0,2,2,0,2,2,2,2,5733.600549,0,0,5651.047783,6649.312522,11302.09589,0
81968622,"0111","20130117","201207","OH","43026",50000,50000,50000,50000,50000,50000,0,49,0,-1,1963,3,0,1,0,3,0,0,0,1,2,0,-1,-1,1,-1,1395.649795,0,0,1373.766518,1552.792319,2747.532993,.5483871
81972629,"0111","20130211","201207","NJ","07102",40000,40000,40000,40000,40000,40000,0,53,0,-1,1959,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,6660.719656,9310.228415,0,6370.301531,7474.044481,12740.60307,.3928571
81972777,"0111","20130212","201207","WI","53578",25000,25000,25000,25000,25000,25000,0,43,0,2,1969,1,0,2,0,3,0,0,0,2,3,0,2,2,2,1,242862.1111,347573.5388,0,236421.0412,283860.5307,472842.092,.4285714
81973000,"0111","20130203","201207","TN","37212",100000,100000,100000,100000,100000,100000,0,23,0,-1,1989,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,2985.653802,0,0,3014.296455,3493.555869,6028.592851,0
81973877,"0111","20130202","201207","SC","29414",40000,40000,40000,40000,40000,40000,0,68,0,-1,1944,2,0,3,0,2,0,0,0,1,0,0,1,-1,2,-1,1952.322018,0,0,1877.090496,2371.647627,3754.180815,0
81977923,"0111","20130125","201207","MI","48220",140000,140000,140000,140000,140000,140000,0,42,0,-1,1970,2,0,1,0,3,0,1,0,2,3,0,-1,-1,1,-1,5542.588832,0,0,5470.166656,6436.593231,10940.3335,.8064516
81980606,"0111","20130208","201207","OR","97530",90000,90000,90000,90000,90000,90000,0,58,0,2,1954,2,0,4,0,3,0,0,0,2,0,0,2,2,2,2,6692.851712,0,0,6394.388494,7756.314353,12788.77666,0
81980969,"0111","20130214","201207","OH","44820",60000,60000,60000,60000,60000,60000,0,57,0,-1,1955,1,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,2241.579598,3232.732177,0,2162.968564,2483.134828,4325.937129,.5
81981779,"0111","20130113","201207","MN","56082",100000,100000,100000,100000,100000,100000,0,67,0,-1,1945,3,0,3,0,3,0,1,0,2,2,0,1,-1,2,-1,26210.32404,0,0,25099.85479,30506.76185,50199.71027,.4193548
81983184,"0111","20130309","201207","NC","28163",110000,110000,110000,110000,110000,110000,0,42,0,-1,1970,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,6110.417033,8813.730845,0,6067.889178,7173.099879,12135.77841,0
81984408,"0111","20130125","201207","NJ","07869",100000,100000,100000,100000,100000,100000,0,26,1,-1,-7,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,8172.387615,0,0,7928.615787,9271.208581,15857.23228,.8064516
81984529,"0111","20130212","201207","OH","45011",145837.92,110817.7,119631.76,135011.54,120007.44,-7,1,57,0,-1,1955,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1512.977752,2144.803416,0,1465.938944,1646.673673,2931.877888,.4285714
81984912,"0111","20130129","201207","IN","46795",400000,400000,400000,400000,400000,400000,0,62,0,-1,1950,3,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,1508.407432,0,0,1461.510716,1641.699492,2923.021433,.9354839
81985085,"0111","20130213","201207","IL","61109",142000,142000,142000,142000,142000,142000,0,65,0,-1,1947,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,2883.779291,4248.332188,0,2761.600403,3356.492958,5523.200882,.4642857
81985487,"0111","20130206","201207","CA","93444",25140.271,27594.429,43317.313,44844.45,42152.242,-7,1,71,0,-1,1941,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,17697.67119,0,0,16675.30958,21049.06179,33350.61962,0
81985825,"0111","20130126","201207","TN","37885",45000,45000,45000,45000,45000,45000,0,65,0,-1,1947,1,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,13286.43143,0,0,12939.53014,15561.63735,25879.05997,.8387097
81986747,"0111","20130202","201207","NJ","08852",175000,175000,175000,175000,175000,175000,0,38,0,-1,1974,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,9623.784661,0,0,9407.182183,11051.46889,18814.36475,0
81987968,"0111","20130201","201207","MN","55746",48000,48000,48000,48000,48000,48000,0,76,0,-1,1936,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,37944.27059,0,0,36213.85508,46046.72493,72427.71093,0
81989168,"0111","20130211","201207","OR","97527",99479.411,88092.87,77271.121,80878.521,92683.979,-7,1,69,0,-1,1943,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2910.417583,4379.267121,0,2777.690517,3531.895482,5555.381093,.3928571
81990678,"0111","20130213","201207","MI","48226",100000,100000,100000,100000,100000,100000,0,57,0,2,1955,2,0,4,0,2,0,0,0,2,0,0,2,2,2,2,11308.52339,16155.65058,0,11000.79777,12845.64425,22001.59421,.4642857
81992159,"0111","20130205","201207","NY","11362",75000,75000,75000,75000,75000,75000,0,50,0,2,1962,3,0,4,0,3,0,0,0,2,1,0,2,2,2,2,6198.626583,0,0,6022.647428,7110.365331,12045.29467,0
81992896,"0111","20130122","201207","ME","04401",42000,42000,42000,42000,42000,42000,0,42,0,-1,1970,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,9611.123369,0,0,9394.805858,11036.9293,18789.6121,.7096774
81993026,"0111","20130122","201207","NJ","08096",31000,31000,31000,31000,31000,31000,0,55,0,2,1957,3,0,2,0,3,0,0,0,1,1,0,2,2,2,1,6144.196114,0,0,5969.762241,7047.928836,11939.52429,.7096774
81993334,"0111","20130122","201207","PA","19403",55000,55000,55000,55000,55000,55000,0,66,0,-1,1946,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,3797.180207,0,0,3624.013101,4608.013536,7248.026279,.7096774
81993839,"0111","20130228","201207","KY","40014",200000,200000,200000,200000,200000,200000,0,38,0,-1,1974,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,2190.383048,3125.087412,0,2169.093303,2439.690052,4338.186694,1
81994395,"0111","20130125","201207","OH","45014",39185.603,40544.907,42905.09,43724.074,41847.174,-8,1,60,0,-1,1952,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1998.886009,0,0,1934.729927,2246.842884,3869.459754,.8064516
81995169,"0111","20130218","201207","WI","54703",56893.326,63223.597,55673.254,60069.625,66383.583,-8,1,73,0,-1,1939,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,64268.79155,96418.48299,0,61782.54359,77608.0188,123565.0857,.6428571
81996595,"0102","20130106","201207","IL","62702",11648.302,19758.533,5656.5867,16591.625,19478.016,-7,1,75,0,-1,1937,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,0,0,0,2587.961925,3165.130146,5175.923837,0
81997220,"0102","20130107","201207","WA","99203",55000,55000,55000,55000,55000,55000,0,59,0,-1,1953,1,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,0,0,0,8907.860169,10801.52287,17815.71988,0
81997985,"0111","20130129","201207","PA","17566",66955.753,54360.596,58215.725,66199.063,63630.471,-7,1,48,0,2,1964,1,0,4,0,3,0,0,0,2,1,0,2,2,2,2,9792.266913,0,0,9326.845429,11183.78738,18653.69086,.9354839
82000592,"0102","20130107","201207","NV","89502",25000,25000,25000,25000,25000,25000,0,75,0,-1,1937,1,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,0,0,0,4602.251389,5781.108895,9204.502665,0
82002822,"0111","20130205","201207","AZ","85541",43402.616,43319.795,40207.318,43890.625,42362.129,-7,1,69,0,-1,1943,2,0,3,0,3,0,1,0,3,0,0,1,-1,2,-1,26464.14685,0,0,25257.27241,32115.18554,50514.54536,0
82004291,"0111","20130130","201207","IL","61254",150000,150000,150000,150000,150000,150000,0,45,0,-1,1967,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,7266.683555,0,0,6949.844427,8154.001209,13899.68886,.9677419
82005056,"0111","20130215","201207","NY","14428",25000,25000,25000,25000,25000,25000,0,68,0,2,1944,2,0,2,0,3,0,0,0,1,0,0,2,2,2,1,2757.019413,4118.020997,0,2637.470579,3314.158096,5274.941092,.5357143
82005971,"0111","20130125","201207","NC","28105",62680.111,80910.612,70895.626,51406.891,87956.111,-7,1,85,0,-1,1927,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1819.39906,0,0,1742.315437,2117.637834,3484.630922,.8064516
82006512,"0111","20130227","201207","OH","45344",100000,100000,100000,100000,100000,100000,0,53,0,-1,1959,1,0,1,0,3,0,0,0,3,2,0,-1,-1,1,-1,2241.579598,3232.732177,0,2162.968564,2483.134828,4325.937129,.9642857
82007591,"0111","20130206","201207","TX","76063",142019.24,104735.76,113680.34,112467.86,146829.02,-7,1,53,0,-1,1959,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,4170.484803,0,0,4052.084641,4783.909816,8104.169154,0
82007733,"0111","20130308","201207","TX","75214",200000,200000,200000,200000,200000,200000,0,47,0,-1,1965,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,37913.49821,54336.99802,0,36837.1331,43490.08923,73674.26503,0
82010256,"0102","20130107","201207","VA","24340",42060.707,63318.875,72616.438,164961.27,34379.054,-8,1,70,0,2,1942,2,0,2,0,3,0,0,0,3,0,0,2,2,2,1,0,0,0,1809.058105,2273.202443,3618.116164,0
82010827,"0111","20130225","201207","DC","20002",77448.51,90497.335,55970.91,84235.789,96139.712,-7,1,71,0,-1,1941,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1757.67282,2589.372231,0,1683.204392,2045.793331,3366.40883,.8928571
82011673,"0111","20130123","201207","WA","98121",18000,18000,18000,18000,18000,18000,0,37,0,2,1975,2,0,2,0,3,0,1,0,1,0,0,2,2,2,1,18348.49006,0,0,17874.90412,21968.64423,35749.80885,.7419355
82013743,"0111","20130129","201207","PA","17331",51175.624,74481.046,74742.51,52261.154,70098.784,-7,1,54,0,-1,1958,1,0,1,0,3,0,1,0,3,1,0,-1,-1,1,-1,12307.63445,0,0,11816.26589,14328.2072,23632.53118,.9354839
82014704,"0111","20130307","201207","NJ","08759",33000,33000,33000,33000,33000,33000,0,63,0,1,1949,2,0,4,0,3,0,1,0,2,0,0,2,2,2,-1,12322.19184,17592.06532,0,11745.09497,14416.21682,23490.18987,0
82017648,"0111","20130228","201207","PA","17538",60000,60000,60000,60000,60000,60000,0,62,0,2,1950,2,0,2,0,3,0,0,0,3,0,0,2,2,2,1,8732.067933,12375.09581,0,8342.667239,10119.55243,16685.33405,1
82019295,"0102","20130107","201207","OH","44113",123000,123000,123000,123000,123000,123000,0,33,0,-1,1979,3,0,1,0,3,0,1,0,1,0,0,-1,-1,1,-1,0,0,0,1824.539481,2042.62299,3649.079126,0
82020237,"0111","20130129","201207","NC","28650",35000,35000,35000,35000,35000,35000,0,24,0,-1,1988,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,9039.639022,0,0,9008.512742,10905.3311,18017.02531,.9354839
82020826,"0111","20130114","201207","OR","97756",50000,50000,50000,50000,50000,50000,0,71,0,-1,1941,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2010.395424,0,0,1925.219739,2339.942624,3850.439531,.4516129
82021757,"0111","20130307","201207","UT","84065",37682.961,31481.889,38055.236,43413.574,34897.642,-8,1,18,0,2,1994,1,0,4,0,3,0,0,0,7,1,0,2,2,2,2,189540.1239,260874.9913,0,188111.7272,232734.1233,376223.4507,0
82024299,"0111","20130116","201207","CA","94708",369441.86,203523.77,219605.3,152372.41,161343.18,-8,1,47,0,-1,1965,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,23046.07588,0,0,21776.19942,25962.90441,43552.39886,.516129
82024507,"0102","20130107","201207","OH","45365",63277.471,374.98606,31781.488,59682.463,59144.678,-7,1,66,0,-1,1946,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,0,0,0,1422.175453,1710.369573,2844.350871,0
82024954,"0111","20130209","201207","VA","22153",200000,200000,200000,200000,200000,200000,0,51,0,-1,1961,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,4609.103413,0,0,4408.139067,5171.9102,8816.278138,0
82025223,"0111","20130310","201207","NC","27549",83566,83566,83566,83566,83566,83566,0,54,0,-1,1958,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,6057.001506,8583.988872,0,5786.8936,7019.430542,11573.7869,.3225806
82027263,"0111","20130113","201207","TX","78550",98000,98000,98000,98000,98000,98000,0,46,0,-1,1966,3,0,1,0,1,0,1,0,2,0,0,-1,-1,1,-1,549.6753028,0,0,516.5490774,545.5937209,1033.098182,.4193548
82029669,"0111","20130218","201207","VA","23226",35000,35000,35000,35000,35000,35000,0,68,0,-1,1944,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,1891.057423,2824.577199,0,1809.058105,2273.202443,3618.116164,.6428571
82030807,"0111","20130113","201207","IL","62946",15365.2,7835.7464,10055.84,2532.6038,18321.373,-8,1,54,0,1,1958,2,0,4,0,3,0,0,0,1,1,0,2,2,2,-1,9600.453192,0,0,9172.327442,11125.92003,18344.65441,.4193548
82031121,"0111","20130125","201207","NC","27612",40000,40000,40000,40000,40000,40000,0,48,0,-1,1964,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,4584.607868,0,0,4384.711567,5144.423562,8769.423138,.8064516
